Survey_ID,totalstudents,totalschools,nrweight,urbanicity,F2S,sfa_id,sfa_name,sfa_size,sfa_state,sfa_zip,poverty_status,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3,Q4_1_1,Q4_2_1,Q4_3_1,Q4_4_1,Q4_5_1,Q4_1_2,Q4_2_2,Q4_3_2,Q4_4_2,Q4_5_2,Q4_1_3,Q4_2_3,Q4_3_3,Q4_4_3,Q4_5_3,Q4_1_4,Q4_2_4,Q4_3_4,Q4_4_4,Q4_5_4,Q4_1_5,Q4_2_5,Q4_3_5,Q4_4_5,Q4_5_5,Q4_1_6,Q4_2_6,Q4_3_6,Q4_4_6,Q4_5_6,Q4_1_7,Q4_2_7,Q4_3_7,Q4_4_7,Q4_5_7,Q4_1_8,Q4_2_8,Q4_3_8,Q4_4_8,Q4_5_8,Q4_1_9,Q4_2_9,Q4_3_9,Q4_4_9,Q4_5_9,Q4_1_10,Q4_2_10,Q4_3_10,Q4_4_10,Q4_5_10,Q4_1_11,Q4_2_11,Q4_3_11,Q4_4_11,Q4_5_11,Q4_1_12,Q4_2_12,Q4_3_12,Q4_4_12,Q4_5_12,Q4_1_13,Q4_2_13,Q4_3_13,Q4_4_13,Q4_5_13,Q4_1_14,Q4_2_14,Q4_3_14,Q4_4_14,Q4_5_14,Q4_1_15,Q4_2_15,Q4_3_15,Q4_4_15,Q4_5_15,Q4_1_16,Q4_2_16,Q4_3_16,Q4_4_16,Q4_5_16,Q4_1_17,Q4_2_17,Q4_3_17,Q4_4_17,Q4_5_17,Q4_1_18,Q4_2_18,Q4_3_18,Q4_4_18,Q4_5_18,Q4_1_19,Q4_2_19,Q4_3_19,Q4_4_19,Q4_5_19,Q4_1_20,Q4_2_20,Q4_3_20,Q4_4_20,Q4_5_20,Q4_1_21,Q4_2_21,Q4_3_21,Q4_4_21,Q4_5_21,Q4_1_22,Q4_2_22,Q4_3_22,Q4_4_22,Q4_5_22,Q4_1_23,Q4_2_23,Q4_3_23,Q4_4_23,Q4_5_23,Q4_1_24,Q4_2_24,Q4_3_24,Q4_4_24,Q4_5_24,Q4_1_25,Q4_2_25,Q4_3_25,Q4_4_25,Q4_5_25,Q4_1_26,Q4_2_26,Q4_3_26,Q4_4_26,Q4_5_26,Q4_1_27,Q4_2_27,Q4_3_27,Q4_4_27,Q4_5_27,Q4_1_28,Q4_2_28,Q4_3_28,Q4_4_28,Q4_5_28,Q4_1_29,Q4_2_29,Q4_3_29,Q4_4_29,Q4_5_29,Q4_1_30,Q4_2_30,Q4_3_30,Q4_4_30,Q4_5_30,Q7_1,Q8_1,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12_1,Q12_2,Q12_3,Q12_4,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_15,Q14_16,Q14_17,Q14_18,Q14_19,Q14_20,Q14_21,Q14_22,Q14_23,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16_1,Q16_2,Q16_3,Q16_4,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q23_1,Q24_1,Q25_1,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q27_1,Q27_2,Q27_3,Q27_4,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q29_1,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q32_12,Q32_13,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q34_a,Q34_b,Q34_c,Q34_d,Q34_e,Q34_f,Q34_g,Q35i_a,Q35i_b,Q35i_c,Q35i_d,Q35i_e,Q35ii_a,Q35ii_b,Q35ii_c,Q35ii_d,Q35ii_e,Q35bi_a,Q35bi_b,Q35bi_c,Q35bi_d,Q35bi_e,Q36_a,Q36_b,Q36_c,Q36_d,Q36_e,Q36_f,Q36_g,Q37_1,Q37a_1,Q37a_2,Q37a_3,Q37a_4,Q38_1,Q38a_1,Q38a_2,Q38a_3,Q38a_4,Q39_1,Q39a_1,Q39a_2,Q39a_3,Q39a_4,Q40_1,Q40a_1,Q40a_2,Q40a_3,Q40a_4,Q41_1,Q41a_1,Q41a_2,Q41a_3,Q41a_4,Q42_1,Q42_2,Q42_3,Q42_4,Q42_5,Q42_6,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q44,Q45,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7
706qoub,35,1,1.4531759024,3.0,4,02811,Willow Creek Elementary School District,1,CA,96064.0,3.0,1,0,1,1,0,0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,D,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706qsr6,629,3,1.4147639275,3.0,1,01295,Arcata Elementary School District,1,CA,95521.0,3.0,1,0,1,1,0,0,9.0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,0.0,D,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,23.0,40.0,30.0,32.0,864,D,D,D,D,6.0,6.0,,,6.0,,,168000.0,0.0,0.0,0.0,1.0,1800.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
706qthm,821,1,1.3702492714,3.0,1,01471,Kings River-Hardwick Union Elementary School District,1,CA,93230.0,1.0,0,0,0,0,0,1,2.0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,D,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,35.0,40.0,6.0,55.0,D,D,D,D,D,3.0,3.0,,,,,,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
706qu81,49,1,1.4438790083,2.0,1,03112,Camptonville Elementary School District,1,CA,95922.0,3.0,1,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,4,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,2.0,1.0,2.0,1.0,2.0,46.0,23.0,40.0,1.0,30.0,D,D,D,D,D,2.0,2.0,,,,,,9500.0,1.0,0.0,0.0,1.0,2000.0,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
706quf0,5432,8,1.3406515121,2.0,1,03037,Tulare Joint Union High School District,3,CA,93274.0,4.0,1,0,0,1,1,0,9.0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,D,1,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,,,65.0,35.0,1.0,,,D,D,D,,,2.0,2.0,1.0,3.0,,,,1210617.0,1.0,0.0,0.0,0.0,130000.0,1.0,0.0,0.0,0.0,130000.0,1.0,0.0,0.0,0.0,75000.0,1.0,0.0,0.0,0.0,75000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
706quim,8816,18,1.3196389675,2.0,1,01678,Inglewood Unified School District,3,CA,90301.0,3.0,1,0,1,1,0,0,9.0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,10,10,1,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,18.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,3.0,2.0,55.0,1.0,35.0,65.0,39.0,5760,24000,14440,185000,D,1.0,1.0,1.0,1.0,1.0,1.0,,1770000.0,1.0,0.0,1.0,1.0,1500000.0,1.0,0.0,1.0,1.0,163000.0,1.0,0.0,1.0,0.0,50000.0,0.0,1.0,0.0,0.0,50000.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
706qvbo,3268,6,1.3408470154,2.0,1,01658,Eastside Union Elementary School District,2,CA,93535.0,4.0,1,1,1,1,1,0,3.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,,2,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1245000.0,0.0,0.0,0.0,1.0,100000.0,0.0,0.0,0.0,1.0,50000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
706qw79,25252,15,1.1813932657,1.0,1,02679,East Side Union High School District,4,CA,95133.0,2.0,1,0,0,1,1,0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,10,2,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,46.0,35.0,14.0,32.0,48.0,D,D,D,D,D,2.0,3.0,,,,,,1285530.0,1.0,0.0,0.0,0.0,238400.0,1.0,0.0,0.0,0.0,176391.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
706qy0z,62,2,1.834202528,,3,02622,Santa Barbara Co Prob Dept,1,CA,93105.0,,1,1,0,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706qyhg,2562,4,1.3054196835,2.0,1,02361,Cucamonga Elementary School District,2,CA,91730.0,3.0,1,0,1,0,1,0,9.0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,2,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,22.0,1.0,24.0,,,D,D,D,,,3.0,3.0,3.0,3.0,3.0,3.0,,584756.0,1.0,0.0,0.0,0.0,470000.0,1.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
