respondent,state,district,newzip,sfaid,f2s,aware2012,startserv,starttaste,startuse,startgrdn,startsrvg,startgrdntst,starttrip,startvisit,starttheme,startprom,startmedia,starthost,startceleb,startinteg,startothrspec,localdef2012,localdefothr2012,regdef2012,othrrest2012,awarefuture,planserv,plantaste,planuse,plangrdn,plansrvg,plangrdntst,plantrip,planvisit,plantheme,planprom,planmedia,planhost,planceleb,planinteg,planothrspec,whenstart,awarenoplan,probseasf2sno,probavailf2sno,probrangef2sno,probhighf2sno,probunstablef2sno,probreliabf2sno,probcomplf2sno,probprocf2sno,probsupplierf2sno,probinfof2sno,proborderf2sno,probtimef2sno,probqualf2sno,probdelivf2sno,probresolvf2sno,probpayf2sno,probothrf2sno,awaref2sdk,serv,taste,coach,grdn,srvg,demo,trip,visit,theme,prom,media,host,celeb,integ,othr2011spec,ageprek,agek5,age68,age912,ageothr1,schoolnum,schoolnumwithmulti,gardennum,gardennumwithmulti,localdef2011,locdefothr2011,regiondef2011,othrrest2011,aware2011,usegeoprf,usedbreak,usedlunch,usedsup,usedsnack,usedffvp,usedsumr,directprod,directcoop,directfmkt,directcsa,directmanu,interdist,intercoop,interfsmc,interdod,interusda,interstate,interothr,fruit,veg,milk,dairy,meat,eggs,seafd,vegprot,grain,baked,herb,othr,specothrpurch,catlist,catwantlist,top1,top2,top3,top4,top5,top5list,fruitfreq,vegfreq,milkfreq,dairyfreq,meatfreq,eggsfreq,seafdfreq,vegprotfreq,grainfreq,bakedfreq,herbfreq,othrfreq,specothrfreq,newcost,newcostwithmulti,newshincl,pctsummarypage,pctdetailpage,newshinclwithmulti,newshexcl,newshexclwithmulti,dolinclmilk,dolexclmilk,future,futureothr,probseas2011,probavail2011,probrange2011,probhigh2011,probunstable2011,probreliab2011,probcompl2011,probproc2011,probsupplier2011,probinfo2011,proborder2011,probtime2011,probqual2011,probdeliv2011,probresolv2011,probpay2011,probothr12011,othrinfo,success,success2,mast_fax_late,multidistresp,corrflag,phase2,leaid,CONUM,CDCODE,LATCOD,LONCOD,TYPE,BIEA,students,allschools,totexpfs,salaryfs,benefitsfs,nonlaborexp,salesfs,fedmoney,TOTALEXP,ULOCAL,pctfarm,AM,ASIAN,HISP,BLACK,WHITE,PACIFIC,TR
2616159542.0,CA,LINDSAY UNIFIED,93247.0, ,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1, ,2014/15 After We Get Done Dealing With Hhfka,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,621870.0,6107,622,36.206227,-119.088033,1,0,3653,7,1787000,505000,291000,991000,262000,1798000,70046000,31,0.70435,9,105,3788,5,257,4,0
2614203050.0,CA,LINNS VALLEY-POSO FLAT UNION,93226.0,15-63586,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We don't prepare are food at the district.  We are contracted with another district.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,621900.0,6029,623,35.730039,-118.703661,1,0,.,.,8000,1000,0,7000,3000,5000,407000,42,.,0,0,2,0,20,0,2
2612116594.0,CA,LITTLE LAKE CITY ELEMENTARY,90670.0, ,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,621930.0,6037,638,33.938748,-118.082001,1,0,4724,9,1997000,723000,237000,1037000,487000,1664000,42074000,21,0.67252,24,123,4185,97,242,12,43
2603766739.0,CA,LIVE OAK ELEMENTARY,95062.0,2728,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0, ,4,4,4,4,3, , , ,3,3,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0, ,1,1,3,3,3,3,3,3,3,3,3,2, ,"Fruit, Vegetables","Milk, Dairy products, Meat/Poultry, Eggs, Seafood, Beans/Seeds/Nuts, Grain/Flour, Baked goods, Herbs",Fruit, , , , ,Fruit,3,3,3,7,7,7,7,7,7,7,7,7, ,300000,300000,10,10,10 %,10,5,5,30000,15000,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,621990.0,6087,620,36.98411,-121.985508,1,0,1671,4,620000,181000,122000,317000,144000,480000,22974000,22,0.79773,14,66,1041,51,712,6,171
2611810405.0,CA,LIVINGSTON UNION ELEMENTARY,95386.0,"Vendor #657400, Cnips # 01947",1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,1,0,0,0,0,0,1,1,0,0,0,0, ,0,1,1,0, ,.,.,0,0,2, , , ,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0, ,1,1,1,3,3,3,3,3,3,1,1,4, ,"Fruit, Vegetables, Milk, Baked goods, Herbs","Dairy products, Meat/Poultry, Eggs, Seafood, Beans/Seeds/Nuts, Grain/Flour",Apples,Oranges,Salad Mix,Chicken Drumsticks,Ground Beef,"Apples, Oranges, Salad Mix, Chicken Drumsticks, Ground Beef",2,2,1,4,4,4,4,4,4,3,4,7, ,450000,450000,., , ,.,.,.,.,.,1, ,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,622170.0,6047,616,37.385909,-120.72881,1,0,1730,3,1443000,566000,214000,663000,46000,1460000,26625000,31,0.53353,9,277,2093,11,138,3,6
2615605397.0,CA,LODI UNIFIED,95240.0,606058,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,1,0,0,0,0,1,1,1,0,0,0,0, ,1,1,1,0, ,.,.,2,2,7, ,San Joaquin Valley, ,1,2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0, ,1,1,1,1,2,2,2,2,2,2,2,2, ,"Fruit, Vegetables, Milk, Dairy products", ,Apples,Tangerines,Pears,Grapes,Peaches,"Apples, Tangerines, Pears, Grapes, Peaches",1,2,1,6,7,7,7,7,7,7,7,7, ,4000000,4000000,50,50,50 %,50,25,25,2000000,1000000,1, ,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1, ,No, ,.,lat, ,0.0,.,622230.0,6077,609,38.123374,-121.249945,1,0,10746,20,11733000,4694000,1500000,5539000,3154000,10416000,279149000,23,0.35985,149,6620,12350,2324,7890,216,770
2600745583.0,CA,LOLETA UNION ELEMENTARY,95551.0,12-62927,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Locally grown beef for Hot Dog Day,1, , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,622320.0,6023,602,40.643386,-124.218724,1,0,.,.,92000,31000,8000,53000,20000,71000,3213000,33,.,39,3,55,4,122,1,24
2624451480.0,CA,LOMPOC UNIFIED,93438.0,692200,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,0,1,1,0,1,0,0,0,0,0,0, ,0,1,0,1, ,6,6,5,5,4, ,Central Coast, ,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0, ,1,5,2,2,2,2,2,2,2,2,2,2, ,Fruit, ,Kiwi, , , , ,Kiwi,3,7,7,7,7,7,7,7,7,7,7,7, ,1431217,1431217,1,1,1 %,1,1,1,14312.17,14312.17,1, ,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0, , ,"Students Love The Fresh Kiwi We Get From Mallard Lake Ranch In Nipomo.  This Farmer Was Proactive And Emailed Us To Market Himself.  He Had Made Sure To Get Us What We Need, When We Need It.",.,lat, ,0.0,.,622410.0,6083,624,34.658532,-120.448903,1,0,5544,8,2759000,890000,289000,1580000,683000,2336000,83010000,23,0.11905,62,325,5807,379,2687,30,512
2886241634.0,CA,LONE PINE UNIFIED,93545.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,0,1,0,0,0,0,0,0,0,0,0, ,1,1,1,0, ,1,1,1,1,1, , , ,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,3,1,2,2,2,3,2,3,2,2,3,., ,Vegetables,"Fruit, Eggs, Beans/Seeds/Nuts, Herbs",Tomatoes,Green Onions,Lettuce,Cucumbers,Basil,"Tomatoes, Green Onions, Lettuce, Cucumbers, Basil",7,6,7,7,7,6,7,7,.,7,6,., ,40000,40000,1,1,1 %,1,1,1,400,400,1, ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0, , , , , , ,0.0,1,622440.0,6027,608,36.60279,-118.060556,1,0,107,1,202000,65000,53000,84000,38000,128000,8118000,43,0.97196,53,9,187,5,105,1,11
2623619875.0,CA,LONG BEACH UNIFIED ROP,90806.0,1695,5.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,1,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,600108.0,6037,647,33.775382,-118.191166,4,0,.,.,.,.,.,.,.,.,.,11,.,-2,-2,-2,-2,-2,-2,-2
2624835275.0,CA,LOS ALAMITOS UNIFIED,90720.0,7392-00,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,622590.0,6059,647,33.815631,-118.063792,1,0,8301,7,1867000,801000,176000,890000,1505000,399000,86991000,21,0.25925,31,1334,2090,296,5466,51,446
2600640344.0,CA,LOS ANGELES COUNTY ROP,90242.0, ,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,600110.0,6037,640,33.916977,-118.129735,4,0,.,.,.,.,.,.,.,.,.,21,.,-2,-2,-2,-2,-2,-2,-2
2901017942.0,CA,LOS BANOS UNIFIED,93635.0,2465755,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,0,0,0,0,0,0,0,0,0,0,0,., , , , , , , , , ,0,0,0,0,0,0,0,0,.,0,0,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , , , , ,0.0,1,622740.0,6047,616,37.053116,-120.83972,1,0,8031,11,2937000,858000,482000,1597000,945000,2473000,107982000,32,0.30071,53,199,7186,279,1676,49,73
2613774905.0,CA,LOS MOLINOS UNIFIED,96055.0, ,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0, ,Not Sure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,622860.0,6103,601,40.024302,-122.0999,1,0,.,.,273000,112000,37000,124000,29000,257000,6014000,41,.,11,0,223,3,323,2,14
2566033726.0,CA,LOS OLIVOS ELEMENTARY,93441.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,0,0,0,1,0,0,1,0,0,0,0,0,0,0, ,0,1,1,0, ,1,1,1,1,1, , , ,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,3,3,3,3,3,3,3,3,3,3,3,3, , ,"Fruit, Vegetables, Milk, Dairy products, Meat/Poultry, Eggs, Seafood, Beans/Seeds/Nuts, Grain/Flour, Baked goods, Herbs", , , , , , ,6,6,7,7,7,7,7,7,7,7,7,7, ,0,0,0,0,0 %,0,0,0,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,622920.0,6083,624,34.664309,-120.110563,1,0,226,1,19000,4000,1000,14000,4000,10000,6225000,32,0.17699,6,7,162,8,314,1,30
2626453037.0,CA,LOST HILLS UNION ELEMENTARY,93249.0, ,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,622950.0,6029,621,35.614723,-119.698748,1,0,593,2,372000,110000,68000,194000,29000,342000,9520000,43,0.63912,0,4,590,1,2,0,0
2627191615.0,CA,LOWELL JOINT,90603.0,19-647600,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,0,0,0,0,0,0,1,0,0,0,0,1,0,0, ,0,1,1,0, ,.,.,.,.,1, , , ,2,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0, ,3,3,2,2,2,3,2,3,2,3,3,2, , ,"Fruit, Vegetables, Eggs, Beans/Seeds/Nuts, Baked goods, Herbs", , , , , , ,6,6,7,7,7,7,7,7,7,7,7,7, ,200000,200000,5,5,5 %,5,5,5,10000,10000,4, ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Requires More Labor For Preparation. Do Not Have The Labor Force Needed, , ,.,lat, ,0.0,.,623010.0,6037,638,33.932944,-117.976616,1,0,.,.,710000,335000,99000,276000,277000,379000,23685000,21,.,4,124,1949,33,973,14,62
2624181946.0,CA,LUTHER BURBANK,95128.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,1,0,0,1,1,0,1,0,0,0,1, ,1,1,0,0, ,1,1,.,.,1, , , ,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0, ,1,1,4,1,1,1,5,4,4,1,4,4, ,"Fruit, Vegetables, Dairy products, Meat/Poultry, Eggs, Baked goods", , , , , , , ,6,6,6,6,6,6,7,6,6,6,6,6, ,.,.,.,No response was provided.,No response was provided.,.,.,.,.,.,., ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,623130.0,6085,618,37.324389,-121.926345,1,0,557,1,497000,90000,35000,372000,0,398000,5996000,21,0.38241,1,13,502,14,26,0,1
2600558900.0,CA,LYNWOOD UNIFIED,90262.0,1798,2.0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0, ,4, , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,623160.0,6037,644,33.926376,-118.199986,1,0,15410,18,6581000,1903000,835000,3843000,322000,6428000,152387000,21,0.38345,5,28,14486,875,74,43,4
2929184939.0,CA,MADERA UNIFIED,93637.0,1879,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,1,0,0,0,0,0,1,0,0,0,0,0, ,0,1,1,0, ,12,1,0,0,2, , , ,1,2,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0, ,1,1,1,2,2,2,2,2,2,1,2,., ,"Fruit, Vegetables, Milk, Baked goods", ,Apples,Oranges,Plums,Apricots,Peaches,"Apples, Oranges, Plums, Apricots, Peaches",1,1,1,5,2,5,5,3,.,3,6,., ,100000,100000,60,60,60 %,60,40,40,60000,40000,1, ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,0.0,1,623340.0,6039,616,36.952454,-120.083002,1,0,9558,13,7592000,2233000,1183000,4176000,1078000,8044000,164900000,13,0.49017,98,296,17086,461,1854,11,130
2622401851.0,CA,MAGNOLIA ELEMENTARY,92804.0,2088,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0,K-6,.,.,.,.,6, , , ,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0, ,1,2,1,2,4,4,2,4,4,1,4,4, ,"Fruit, Milk, Baked goods", ,Apples,Oranges,Kiwi,Tangarines,Watermelon,"Apples, Oranges, Kiwi, Tangarines, Watermelon",2,4,3,6,6,6,7,6,6,3,6,6, ,1200000,1200000,., , ,.,.,.,.,.,4, ,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0, ,No, ,.,lat, ,0.0,.,623430.0,6059,646,33.824905,-117.980415,1,0,2707,4,2819000,1243000,390000,1186000,382000,2782000,61518000,11,0.19099,23,897,4434,184,628,56,150
2901570424.0,CA,MAMMOTH UNIFIED,93546.0,769,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,no specification,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,0,0,0,0,0,0,0,0,0,0,0,., , , , , , , , , ,0,0,0,0,0,0,0,0,.,0,0,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , , , , ,0.0,1,623530.0,6051,608,37.6395,-118.96754,1,0,257,1,405000,161000,56000,188000,82000,287000,12736000,33,0.34241,6,10,637,3,0,3,504
2627104962.0,CA,MANHATTAN BEACH UNIFIED,90266.0,753300,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,41338,5,5,0,0,6, , , ,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0, ,1,1,1,1,2,1,2,2,2,1,1,2, ,"Fruit, Vegetables, Milk, Dairy products, Eggs, Baked goods, Herbs", ,Strawberries,Lettuce,Broccoi,Apples,Bananas,"Strawberries, Lettuce, Broccoi, Apples, Bananas",1,1,1,1,7,1,7,7,7,1,1,7, ,550000,550000,15,15,15 %,15,10,10,82500,55000,3, ,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1, ,Local In My Answers Is Based On My Description Of Local=State, ,.,lat, ,0.0,.,600025.0,6037,633,33.877328,-118.387479,1,0,6267,6,1807000,768000,210000,829000,1958000,159000,59331000,21,0.02505,3,637,767,173,4332,15,789
2627239764.0,CA,MANTECA UNIFIED,95336.0,02552-Sn-39-Psd,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,0,1,1,0,0,1,1,1,0,0,0, ,0,1,1,1, ,.,.,2,2,4, , , ,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Ag Link,1,1,1,2,2,2,2,2,2,2,1,2, ,"Fruit, Vegetables, Milk, Herbs", ,Lettuces,Tomatoes,Spinach,Bok Choy,Herbs,"Lettuces, Tomatoes, Spinach, Bok Choy, Herbs",1,2,1,7,7,7,7,7,7,7,7,7, ,4000000,4000000,15.9,16,16 %,15.9,4.7,4.7,636000,188000,1, ,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1, , , ,.,lat, ,0.0,.,623610.0,6077,610,37.811818,-121.250984,1,0,14991,17,6152000,2584000,655000,2913000,2321000,6158000,180006000,23,0.16563,201,3157,11553,1959,5850,222,367
2570151690.0,CA,MANZANITA ELEMENTARY,95948.0, ,2.0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1, ,0,"Don'T Have A Definition Of ""Local""", , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,623700.0,6007,601,39.334787,-121.658793,1,0,304,1,115000,42000,13000,60000,42000,75000,2288000,41,0.99013,6,13,106,0,162,0,17
2600667307.0,CA,MARCUM-ILLINOIS UNION ELEMENTARY,95659.0,71407,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,623800.0,6101,603,38.8111,-121.543,1,0,166,1,71000,18000,6000,47000,14000,54000,2038000,42,0.54217,28,57,320,76,1599,3,175
